ID,Name,Type,Has Leggacy,Offering (Estimated),Expiry,Egg,Egg Value,Duration,Size,Token,Std#1,Std#2,Std#3,Std Rate/hr,Elt#1,Elt#2,Elt#3,Elt Rate/hr,#PE,Std PE Goal,Std PE Rate/hr,Elt PE Goal,Elt PE Rate/hr,JSON,Protobuf (base64)
chocolate-real,LEGGACY: Chocolate!,Leggacy,true,2020-09-18Z,2020-09-25T15:01:21Z,Chocolate,5,2d,5,30m,5T,15T,150T,3.125T,3q,24q,100q,2.083q,1,150T,3.125T,100q,2.083q,"{""id"":""chocolate-real"",""egg_type"":100,""rewards"":[{""_1"":1,""goal"":3000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":24000000000000000,""type"":2,""count"":19200,""_6"":1000000000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""count"":1,""_6"":10000000000000}],""coop_allowed"":true,""max_coop_size"":5,""expiry_timestamp"":1601046081.5486312,""duration_seconds"":172800,""name"":""LEGGACY: Chocolate!"",""description"":""Didn't take scientists long to figure out the smart thing to do was to just make chickens lay chocolate eggs. (2018)"",""min_client_version"":26,""token_interval_minutes"":30,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":3000000000000000,""type"":6,""count"":100000,""_6"":50000000000},{""_1"":1,""goal"":24000000000000000,""type"":2,""count"":19200,""_6"":1000000000000},{""_1"":1,""goal"":100000000000000000,""type"":4,""count"":1,""_6"":10000000000000}]},{""rewards"":[{""_1"":1,""goal"":5000000000000,""type"":6,""count"":15000,""_6"":100},{""_1"":1,""goal"":15000000000000,""type"":2,""count"":1920,""_6"":10000},{""_1"":1,""goal"":150000000000000,""type"":4,""count"":1,""_6"":40000000}]}]}",Cg5jaG9jb2xhdGUtcmVhbBBkGh8IAREAAKfc91AlQxgGKQAAAAAAavhAMQAAAOh2SCdCGh8IAREAAKfc91BVQxgCKQAAAAAAwNJAMQAAAKKUGm1CGh8IAREAoNiFVzR2QxgEKQAAAAAAAPA/MQAAQOWcMKJCIAEoBTHGHGOQgdvXQTkAAAAAABgFQUoTTEVHR0FDWTogQ2hvY29sYXRlIVJ0RGlkbid0IHRha2Ugc2NpZW50aXN0cyBsb25nIHRvIGZpZ3VyZSBvdXQgdGhlIHNtYXJ0IHRoaW5nIHRvIGRvIHdhcyB0byBqdXN0IG1ha2UgY2hpY2tlbnMgbGF5IGNob2NvbGF0ZSBlZ2dzLiAoMjAxOClwGnkAAAAAAAA+QIIBYwofCAERAACn3PdQJUMYBikAAAAAAGr4QDEAAADodkgnQgofCAERAACn3PdQVUMYAikAAAAAAMDSQDEAAACilBptQgofCAERAKDYhVc0dkMYBCkAAAAAAADwPzEAAEDlnDCiQoIBYwofCAERAABA5ZwwkkIYBikAAAAAAEzNQDEAAAAAAABZQAofCAERAADgV+tIq0IYAikAAAAAAACeQDEAAAAAAIjDQAofCAERAADsFpMN4UIYBCkAAAAAAADwPzEAAAAA0BKDQQ==
hydrogen-fruad,Hydrogen Dreams,Original,false,2020-09-21Z,2020-10-12T14:47:00Z,Fusion,700,4d,9,45m,25T,200T,2q,20.833T,20q,200q,700q,7.292q,0,,,,,"{""id"":""hydrogen-fruad"",""egg_type"":6,""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":2,""count"":10000,""_6"":100000000000},{""_1"":1,""goal"":200000000000000000,""type"":6,""count"":250000,""_6"":10000000000000},{""_1"":1,""goal"":700000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":4,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":9,""expiry_timestamp"":1602514020.5073326,""duration_seconds"":345600,""name"":""Hydrogen Dreams"",""description"":""After a hydrogen fuel cell car company was revealed to be a fraud, Teslegg Fusion car sales are surging!"",""min_client_version"":26,""token_interval_minutes"":45,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":20000000000000000,""type"":2,""count"":10000,""_6"":100000000000},{""_1"":1,""goal"":200000000000000000,""type"":6,""count"":250000,""_6"":10000000000000},{""_1"":1,""goal"":700000000000000000,""type"":9,""name"":""tachyon_prism_orange_big"",""count"":4,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":25000000000000,""type"":3,""count"":5000,""_6"":250},{""_1"":1,""goal"":200000000000000,""type"":6,""count"":50000,""_6"":10000},{""_1"":1,""goal"":2000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":1000000000}]}]}",Cg5oeWRyb2dlbi1mcnVhZBAGGh8IAREAgOA3ecNRQxgCKQAAAAAAiMNAMQAAAOh2SDdCGh8IAREAoNiFVzSGQxgGKQAAAACAhA5BMQAAQOWcMKJCGjkIAREAjB2VzG2jQxgJIhh0YWNoeW9uX3ByaXNtX29yYW5nZV9iaWcpAAAAAAAAEEAxAAA0JvVrDEMgASgJMSN4IBkb4ddBOQAAAAAAGBVBSg9IeWRyb2dlbiBEcmVhbXNSaEFmdGVyIGEgaHlkcm9nZW4gZnVlbCBjZWxsIGNhciBjb21wYW55IHdhcyByZXZlYWxlZCB0byBiZSBhIGZyYXVkLCBUZXNsZWdnIEZ1c2lvbiBjYXIgc2FsZXMgYXJlIHN1cmdpbmchcBp5AAAAAACARkCCAX0KHwgBEQCA4Dd5w1FDGAIpAAAAAACIw0AxAAAA6HZIN0IKHwgBEQCg2IVXNIZDGAYpAAAAAICEDkExAABA5ZwwokIKOQgBEQCMHZXMbaNDGAkiGHRhY2h5b25fcHJpc21fb3JhbmdlX2JpZykAAAAAAAAQQDEAADQm9WsMQ4IBeQofCAERAACQHsS8tkIYAykAAAAAAIizQDEAAAAAAEBvQAofCAERAACQHsS85kIYBikAAAAAAGroQDEAAAAAAIjDQAo1CAERAAA0JvVrHEMYCSIUdGFjaHlvbl9wcmlzbV9vcmFuZ2UpAAAAAAAAAEAxAAAAAGXNzUE=
fall-festival,LEGGACY: Fall Festival Competition,Leggacy,true,2020-09-25Z,2020-10-02T15:02:43Z,Edible,0.1,14d,4,120m,75T,1q,10q,29.762T,40q,300q,1Q,2.976q,2,10q,29.762T,1Q,2.976q,"{""id"":""fall-festival"",""egg_type"":1,""rewards"":[{""_1"":1,""goal"":40000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":100000000000},{""_1"":1,""goal"":300000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":4,""count"":2,""_6"":5000000000000000}],""coop_allowed"":true,""max_coop_size"":4,""expiry_timestamp"":1601650963.3949983,""duration_seconds"":1209600,""name"":""LEGGACY: Fall Festival Competition"",""description"":""The (2018) Fall Festival egg laying competition is here!"",""min_client_version"":26,""token_interval_minutes"":120,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":40000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":100000000000},{""_1"":1,""goal"":300000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":10000000000000},{""_1"":1,""goal"":1000000000000000000,""type"":4,""count"":2,""_6"":5000000000000000}]},{""rewards"":[{""_1"":1,""goal"":75000000000000,""type"":2,""count"":5000,""_6"":5000},{""_1"":1,""goal"":1000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":7000000},{""_1"":1,""goal"":10000000000000000,""type"":4,""count"":2,""_6"":3500000000}]}]}",Cg1mYWxsLWZlc3RpdmFsEAEaNQgBEQCA4Dd5w2FDGAkiFHRhY2h5b25fcHJpc21fb3JhbmdlKQAAAAAAAABAMQAAAOh2SDdCGjQIAREAeGKkQaeQQxgJIhNib29zdF9iZWFjb25fb3JhbmdlKQAAAAAAAAhAMQAAQOWcMKJCGh8IAREAyE5nbcGrQxgEKQAAAAAAAABAMQCA4Dd5wzFDIAEoBDGnR9lE0N3XQTkAAAAAAHUyQUoiTEVHR0FDWTogRmFsbCBGZXN0aXZhbCBDb21wZXRpdGlvblI4VGhlICgyMDE4KSBGYWxsIEZlc3RpdmFsIGVnZyBsYXlpbmcgY29tcGV0aXRpb24gaXMgaGVyZSFwGnkAAAAAAABeQIIBjgEKNQgBEQCA4Dd5w2FDGAkiFHRhY2h5b25fcHJpc21fb3JhbmdlKQAAAAAAAABAMQAAAOh2SDdCCjQIAREAeGKkQaeQQxgJIhNib29zdF9iZWFjb25fb3JhbmdlKQAAAAAAAAhAMQAAQOWcMKJCCh8IAREAyE5nbcGrQxgEKQAAAAAAAABAMQCA4Dd5wzFDggF5Ch8IAREAAOwWkw3RQhgCKQAAAAAAiLNAMQAAAAAAiLNACjUIAREAADQm9WsMQxgJIhR0YWNoeW9uX3ByaXNtX29yYW5nZSkAAAAAAAAAQDEAAAAA8LNaQQofCAERAIDgN3nDQUMYBCkAAAAAAAAAQDEAAABguBPqQQ==
fall-2020,Color Change,Original,false,2020-09-28Z,2020-10-19T14:22:18Z,Pumpkin,0.99,7d,10,60m,25T,200T,2q,11.905T,50q,500q,2Q,11.905q,1,2q,11.905T,500q,2.976q,"{""id"":""fall-2020"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":50000000000},{""_1"":1,""goal"":500000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":2000000000000000000,""type"":2,""count"":150000,""_6"":10000000000000000}],""coop_allowed"":true,""max_coop_size"":10,""expiry_timestamp"":1603117338.377275,""duration_seconds"":604800,""name"":""Color Change"",""description"":""As the leaves change color so do the eggs. Help meet seasonal demand!"",""min_client_version"":26,""token_interval_minutes"":60,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":50000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":50000000000},{""_1"":1,""goal"":500000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":2000000000000000000,""type"":2,""count"":150000,""_6"":10000000000000000}]},{""rewards"":[{""_1"":1,""goal"":25000000000000,""type"":8,""count"":1,""_6"":20},{""_1"":1,""goal"":200000000000000,""type"":9,""name"":""soul_beacon_purple"",""count"":2,""_6"":1000},{""_1"":1,""goal"":2000000000000000,""type"":4,""count"":1,""_6"":1000000000}]}]}",CglmYWxsLTIwMjAQaBozCAERAKDYhVc0ZkMYCSISc291bF9iZWFjb25fb3JhbmdlKQAAAAAAAABAMQAAAOh2SCdCGh8IAREAyE5nbcGbQxgEKQAAAAAAAPA/MQAAQOWcMKJCGh8IAREAyE5nbcG7QxgCKQAAAACATwJBMQCA4Dd5w0FDIAEoCjFGJZhGaOPXQTkAAAAAAHUiQUoMQ29sb3IgQ2hhbmdlUkVBcyB0aGUgbGVhdmVzIGNoYW5nZSBjb2xvciBzbyBkbyB0aGUgZWdncy4gSGVscCBtZWV0IHNlYXNvbmFsIGRlbWFuZCFwGnkAAAAAAABOQIIBdwozCAERAKDYhVc0ZkMYCSISc291bF9iZWFjb25fb3JhbmdlKQAAAAAAAABAMQAAAOh2SCdCCh8IAREAyE5nbcGbQxgEKQAAAAAAAPA/MQAAQOWcMKJCCh8IAREAyE5nbcG7QxgCKQAAAACATwJBMQCA4Dd5w0FDggF3Ch8IAREAAJAexLy2QhgIKQAAAAAAAPA/MQAAAAAAADRACjMIAREAAJAexLzmQhgJIhJzb3VsX2JlYWNvbl9wdXJwbGUpAAAAAAAAAEAxAAAAAABAj0AKHwgBEQAANCb1axxDGAQpAAAAAAAA8D8xAAAAAGXNzUE=
super-food-drive,LEGGACY: Super Food Drive,Leggacy,true,2020-10-02Z,2020-10-09T14:05:01Z,Superfood,1.25,3d,60,240m,15T,500T,5q,69.444T,25q,150q,400q,5.556q,1,5q,69.444T,400q,5.556q,"{""id"":""super-food-drive"",""egg_type"":2,""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":6,""count"":75000,""_6"":50000000000},{""_1"":1,""goal"":150000000000000000,""type"":2,""count"":50000,""_6"":1000000000000},{""_1"":1,""goal"":400000000000000000,""type"":4,""count"":1,""_6"":500000000000000}],""coop_allowed"":true,""max_coop_size"":60,""expiry_timestamp"":1602252301.798805,""duration_seconds"":259200,""name"":""LEGGACY: Super Food Drive"",""description"":""(2018) Egg Farmers have flocked to high value eggs leaving people hungry! We need some Superfood eggs stat!"",""token_interval_minutes"":240,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":6,""count"":75000,""_6"":50000000000},{""_1"":1,""goal"":150000000000000000,""type"":2,""count"":50000,""_6"":1000000000000},{""_1"":1,""goal"":400000000000000000,""type"":4,""count"":1,""_6"":500000000000000}]},{""rewards"":[{""_1"":1,""goal"":15000000000000,""type"":6,""count"":7500,""_6"":25},{""_1"":1,""goal"":500000000000000,""type"":2,""count"":2500,""_6"":100000},{""_1"":1,""goal"":5000000000000000,""type"":4,""count"":1,""_6"":1000000000}]}]}",ChBzdXBlci1mb29kLWRyaXZlEAIaHwgBEQCg2IVXNFZDGAYpAAAAAIBP8kAxAAAA6HZIJ0IaHwgBEQB4YqRBp4BDGAIpAAAAAABq6EAxAAAAopQabUIaHwgBEQCg2IVXNJZDGAQpAAAAAAAA8D8xAAA0JvVr/EIgASg8MZ8fc4Mb4NdBOQAAAAAApA9BShlMRUdHQUNZOiBTdXBlciBGb29kIERyaXZlUmsoMjAxOCkgRWdnIEZhcm1lcnMgaGF2ZSBmbG9ja2VkIHRvIGhpZ2ggdmFsdWUgZWdncyBsZWF2aW5nIHBlb3BsZSBodW5ncnkhIFdlIG5lZWQgc29tZSBTdXBlcmZvb2QgZWdncyBzdGF0IXkAAAAAAABuQIIBYwofCAERAKDYhVc0VkMYBikAAAAAgE/yQDEAAADodkgnQgofCAERAHhipEGngEMYAikAAAAAAGroQDEAAACilBptQgofCAERAKDYhVc0lkMYBCkAAAAAAADwPzEAADQm9Wv8QoIBYwofCAERAADgV+tIq0IYBikAAAAAAEy9QDEAAAAAAAA5QAofCAERAAA0JvVr/EIYAikAAAAAAIijQDEAAAAAAGr4QAofCAERAIDgN3nDMUMYBCkAAAAAAADwPzEAAAAAZc3NQQ==
flu-season-2020,Fall Flu,Original,false,2020-10-05Z,2020-10-26T15:40:47Z,Medical,6.25,6d,5,20m,20T,180T,600T,4.167T,15q,180q,500q,3.472q,0,,,,,"{""id"":""flu-season-2020"",""egg_type"":3,""rewards"":[{""_1"":1,""goal"":15000000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":6,""_6"":50000000000},{""_1"":1,""goal"":180000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":4,""_6"":10000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":4,""_6"":10000000000000000}],""coop_allowed"":true,""max_coop_size"":5,""expiry_timestamp"":1603726847.3911083,""duration_seconds"":518400,""name"":""Fall Flu"",""description"":""Flu season is getting started, and folks are stocking up preventative medications!"",""min_client_version"":26,""token_interval_minutes"":20,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":15000000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":6,""_6"":50000000000},{""_1"":1,""goal"":180000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":4,""_6"":10000000000000},{""_1"":1,""goal"":500000000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":4,""_6"":10000000000000000}]},{""rewards"":[{""_1"":1,""goal"":20000000000000,""type"":9,""name"":""jimbos_orange_big"",""count"":1,""_6"":20},{""_1"":1,""goal"":180000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":1,""_6"":50000},{""_1"":1,""goal"":600000000000000,""type"":9,""name"":""soul_beacon_orange"",""count"":2,""_6"":500000000}]}]}",Cg9mbHUtc2Vhc29uLTIwMjAQAxoyCAERAMDQ0zWlSkMYCSIRamltYm9zX29yYW5nZV9iaWcpAAAAAAAAGEAxAAAA6HZIJ0IaNQgBEQCQ3F7o+4NDGAkiFHRhY2h5b25fcHJpc21fb3JhbmdlKQAAAAAAABBAMQAAQOWcMKJCGjMIAREAyE5nbcGbQxgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAAEEAxAIDgN3nDQUMgASgFMesH2X+75ddBOQAAAAAApB9BSghGYWxsIEZsdVJSRmx1IHNlYXNvbiBpcyBnZXR0aW5nIHN0YXJ0ZWQsIGFuZCBmb2xrcyBhcmUgc3RvY2tpbmcgdXAgcHJldmVudGF0aXZlIG1lZGljYXRpb25zIXAaeQAAAAAAADRAggGgAQoyCAERAMDQ0zWlSkMYCSIRamltYm9zX29yYW5nZV9iaWcpAAAAAAAAGEAxAAAA6HZIJ0IKNQgBEQCQ3F7o+4NDGAkiFHRhY2h5b25fcHJpc21fb3JhbmdlKQAAAAAAABBAMQAAQOWcMKJCCjMIAREAyE5nbcGbQxgJIhJzb3VsX2JlYWNvbl9vcmFuZ2UpAAAAAAAAEEAxAIDgN3nDQUOCAaABCjIIAREAAEDlnDCyQhgJIhFqaW1ib3Nfb3JhbmdlX2JpZykAAAAAAADwPzEAAAAAAAA0QAo1CAERAADogbB25EIYCSIUdGFjaHlvbl9wcmlzbV9vcmFuZ2UpAAAAAAAA8D8xAAAAAABq6EAKMwgBEQAA7BaTDQFDGAkiEnNvdWxfYmVhY29uX29yYW5nZSkAAAAAAAAAQDEAAAAAZc29QQ==
pumpkin-1,LEGGACY: Pumpkin Crunch,Leggacy,true,2020-10-09Z,2020-10-16T15:48:41Z,Pumpkin,0.99,6d,25,120m,150T,1q,20q,138.889T,75q,500q,2Q,13.889q,1,20q,138.889T,2Q,13.889q,"{""id"":""pumpkin-1"",""egg_type"":104,""rewards"":[{""_1"":1,""goal"":75000000000000000,""type"":2,""count"":25000,""_6"":100000000000},{""_1"":1,""goal"":500000000000000000,""type"":8,""count"":1,""_6"":2000000000000},{""_1"":1,""goal"":2000000000000000000,""type"":4,""count"":1,""_6"":2000000000000000}],""coop_allowed"":true,""max_coop_size"":25,""expiry_timestamp"":1602863321.5669887,""duration_seconds"":518400,""name"":""LEGGACY: Pumpkin Crunch"",""description"":""(2018) Pumpkins are in super high demand... leave it to the chickens to deliver the goods!"",""min_client_version"":26,""token_interval_minutes"":120,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":75000000000000000,""type"":2,""count"":25000,""_6"":100000000000},{""_1"":1,""goal"":500000000000000000,""type"":8,""count"":1,""_6"":2000000000000},{""_1"":1,""goal"":2000000000000000000,""type"":4,""count"":1,""_6"":2000000000000000}]},{""rewards"":[{""_1"":1,""goal"":150000000000000,""type"":2,""count"":1000,""_6"":200},{""_1"":1,""goal"":1000000000000000,""type"":8,""count"":1,""_6"":1000000},{""_1"":1,""goal"":20000000000000000,""type"":4,""count"":1,""_6"":2000000000}]}]}",CglwdW1wa2luLTEQaBofCAERAHhipEGncEMYAikAAAAAAGrYQDEAAADodkg3QhofCAERAMhOZ23Bm0MYCCkAAAAAAADwPzEAAACilBp9QhofCAERAMhOZ23Bu0MYBCkAAAAAAADwPzEAADQm9WscQyABKBkxi0lkNnDi10E5AAAAAACkH0FKF0xFR0dBQ1k6IFB1bXBraW4gQ3J1bmNoUlooMjAxOCkgUHVtcGtpbnMgYXJlIGluIHN1cGVyIGhpZ2ggZGVtYW5kLi4uIGxlYXZlIGl0IHRvIHRoZSBjaGlja2VucyB0byBkZWxpdmVyIHRoZSBnb29kcyFwGnkAAAAAAABeQIIBYwofCAERAHhipEGncEMYAikAAAAAAGrYQDEAAADodkg3QgofCAERAMhOZ23Bm0MYCCkAAAAAAADwPzEAAACilBp9QgofCAERAMhOZ23Bu0MYBCkAAAAAAADwPzEAADQm9WscQ4IBYwofCAERAADsFpMN4UIYAikAAAAAAECPQDEAAAAAAABpQAofCAERAAA0JvVrDEMYCCkAAAAAAADwPzEAAAAAgIQuQQofCAERAIDgN3nDUUMYBCkAAAAAAADwPzEAAAAAZc3dQQ==
trick-or-treat-2020,Tricker Treats,Original,false,2020-10-12Z,2020-11-02T14:28:55Z,Chocolate,5,5d,4,30m,15T,100T,1.5q,12.500T,12q,200q,400q,3.333q,1,1.5q,12.500T,200q,1.667q,"{""id"":""trick-or-treat-2020"",""egg_type"":100,""rewards"":[{""_1"":1,""goal"":12000000000000000,""type"":6,""count"":100000,""_6"":75000000000},{""_1"":1,""goal"":200000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":400000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":4000000000000000}],""coop_allowed"":true,""max_coop_size"":4,""expiry_timestamp"":1604327335.6100695,""duration_seconds"":432000,""name"":""Tricker Treats"",""description"":""Time to help make everyone's favorite Halloween treat!"",""min_client_version"":26,""token_interval_minutes"":30,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":12000000000000000,""type"":6,""count"":100000,""_6"":75000000000},{""_1"":1,""goal"":200000000000000000,""type"":4,""count"":1,""_6"":10000000000000},{""_1"":1,""goal"":400000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":4000000000000000}]},{""rewards"":[{""_1"":1,""goal"":15000000000000,""type"":3,""count"":5000,""_6"":100},{""_1"":1,""goal"":100000000000000,""type"":9,""name"":""boost_beacon_blue_big"",""count"":1,""_6"":3000},{""_1"":1,""goal"":1500000000000000,""type"":4,""count"":1,""_6"":100000000}]}]}",ChN0cmljay1vci10cmVhdC0yMDIwEGQaHwgBEQAAp9z3UEVDGAYpAAAAAABq+EAxAAAALll2MUIaHwgBEQCg2IVXNIZDGAQpAAAAAAAA8D8xAABA5ZwwokIaNAgBEQCg2IVXNJZDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAACEAxAAA0JvVrLEMgASgEMWEL5+kF6NdBOQAAAAAAXhpBSg5Ucmlja2VyIFRyZWF0c1I2VGltZSB0byBoZWxwIG1ha2UgZXZlcnlvbmUncyBmYXZvcml0ZSBIYWxsb3dlZW4gdHJlYXQhcBp5AAAAAAAAPkCCAXgKHwgBEQAAp9z3UEVDGAYpAAAAAABq+EAxAAAALll2MUIKHwgBEQCg2IVXNIZDGAQpAAAAAAAA8D8xAABA5ZwwokIKNAgBEQCg2IVXNJZDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAACEAxAAA0JvVrLEOCAXoKHwgBEQAA4FfrSKtCGAMpAAAAAACIs0AxAAAAAAAAWUAKNggBEQAAkB7EvNZCGAkiFWJvb3N0X2JlYWNvbl9ibHVlX2JpZykAAAAAAADwPzEAAAAAAHCnQAofCAERAACn3PdQFUMYBCkAAAAAAADwPzEAAAAAhNeXQQ==
new-solar-system,LEGGACY: A New Sun,Leggacy,true,2020-10-16Z,2020-10-23T15:56:03Z,Terraform,10M,3d,25,180m,500T,3q,,41.667T,250q,1.5Q,,20.833q,1,3q,41.667T,1.5Q,20.833q,"{""id"":""new-solar-system"",""egg_type"":13,""rewards"":[{""_1"":1,""goal"":250000000000000000,""type"":2,""count"":72000,""_6"":10000000000000},{""_1"":1,""goal"":1500000000000000000,""type"":4,""count"":1,""_6"":1000000000000000}],""coop_allowed"":true,""max_coop_size"":25,""expiry_timestamp"":1603468563.611055,""duration_seconds"":259200,""name"":""LEGGACY: A New Sun"",""description"":""(2018) A new solar system has been found with multiple habitable planets in need of terraforming!"",""min_client_version"":26,""token_interval_minutes"":180,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":250000000000000000,""type"":2,""count"":72000,""_6"":10000000000000},{""_1"":1,""goal"":1500000000000000000,""type"":4,""count"":1,""_6"":1000000000000000}]},{""rewards"":[{""_1"":1,""goal"":500000000000000,""type"":2,""count"":5000,""_6"":25000},{""_1"":1,""goal"":3000000000000000,""type"":4,""count"":1,""_6"":3000000000}]}]}",ChBuZXctc29sYXItc3lzdGVtEA0aHwgBEQDITmdtwYtDGAIpAAAAAACU8UAxAABA5ZwwokIaHwgBEQAWew0S0bRDGAQpAAAAAAAA8D8xAAA0JvVrDEMgASgZMYYb50S/5NdBOQAAAAAApA9BShJMRUdHQUNZOiBBIE5ldyBTdW5SYSgyMDE4KSBBIG5ldyBzb2xhciBzeXN0ZW0gaGFzIGJlZW4gZm91bmQgd2l0aCBtdWx0aXBsZSBoYWJpdGFibGUgcGxhbmV0cyBpbiBuZWVkIG9mIHRlcnJhZm9ybWluZyFwGnkAAAAAAIBmQIIBQgofCAERAMhOZ23Bi0MYAikAAAAAAJTxQDEAAEDlnDCiQgofCAERABZ7DRLRtEMYBCkAAAAAAADwPzEAADQm9WsMQ4IBQgofCAERAAA0JvVr/EIYAikAAAAAAIizQDEAAAAAAGrYQAofCAERAACn3PdQJUMYBCkAAAAAAADwPzEAAADAC1rmQQ==
quantum-voting-2020,Quantum Ballot Box,Original,false,2020-10-19Z,2020-11-09T14:55:48Z,Quantum,3000,7d,10,60m,200T,800T,3q,17.857T,25q,500q,1.5Q,8.929q,0,,,,,"{""id"":""quantum-voting-2020"",""egg_type"":7,""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":6,""count"":150000,""_6"":25000000000},{""_1"":1,""goal"":500000000000000000,""type"":2,""count"":50000,""_6"":5000000000000},{""_1"":1,""goal"":1500000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":5000000000000000}],""coop_allowed"":true,""max_coop_size"":10,""expiry_timestamp"":1604933748.3383427,""duration_seconds"":604800,""name"":""Quantum Ballot Box"",""description"":""The new Quantum Ballot boxes can securely store millions of ballots. Make sure you (or your parents) are planning to vote!"",""min_client_version"":26,""token_interval_minutes"":60,""reward_tiers"":[{""rewards"":[{""_1"":1,""goal"":25000000000000000,""type"":6,""count"":150000,""_6"":25000000000},{""_1"":1,""goal"":500000000000000000,""type"":2,""count"":50000,""_6"":5000000000000},{""_1"":1,""goal"":1500000000000000000,""type"":9,""name"":""boost_beacon_orange"",""count"":3,""_6"":5000000000000000}]},{""rewards"":[{""_1"":1,""goal"":200000000000000,""type"":6,""count"":20000,""_6"":50},{""_1"":1,""goal"":800000000000000,""type"":2,""count"":5000,""_6"":5000},{""_1"":1,""goal"":3000000000000000,""type"":9,""name"":""tachyon_prism_orange"",""count"":2,""_6"":10000000}]}]}",ChNxdWFudHVtLXZvdGluZy0yMDIwEAcaHwgBEQCg2IVXNFZDGAYpAAAAAIBPAkExAAAA6HZIF0IaHwgBEQDITmdtwZtDGAIpAAAAAABq6EAxAABA5ZwwkkIaNAgBEQAWew0S0bRDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAACEAxAIDgN3nDMUMgASgKMWinFR1W6tdBOQAAAAAAdSJBShJRdWFudHVtIEJhbGxvdCBCb3hSelRoZSBuZXcgUXVhbnR1bSBCYWxsb3QgYm94ZXMgY2FuIHNlY3VyZWx5IHN0b3JlIG1pbGxpb25zIG9mIGJhbGxvdHMuIE1ha2Ugc3VyZSB5b3UgKG9yIHlvdXIgcGFyZW50cykgYXJlIHBsYW5uaW5nIHRvIHZvdGUhcBp5AAAAAAAATkCCAXgKHwgBEQCg2IVXNFZDGAYpAAAAAIBPAkExAAAA6HZIF0IKHwgBEQDITmdtwZtDGAIpAAAAAABq6EAxAABA5ZwwkkIKNAgBEQAWew0S0bRDGAkiE2Jvb3N0X2JlYWNvbl9vcmFuZ2UpAAAAAAAACEAxAIDgN3nDMUOCAXkKHwgBEQAAkB7EvOZCGAYpAAAAAACI00AxAAAAAAAASUAKHwgBEQAAkB7EvAZDGAIpAAAAAACIs0AxAAAAAACIs0AKNQgBEQAAp9z3UCVDGAkiFHRhY2h5b25fcHJpc21fb3JhbmdlKQAAAAAAAABAMQAAAADQEmNB
